b0	b0.se	b0.z	b0.p	b1	b1.se	b1.z	b1.p	c1	c1.se	c1.z	c1.p	c2	c2.se	c2.z	c2.p	snp.add	snp.add.se	snp.add.z	snp.add.p	aic	null.dev
0.00630576182220706	0.124467403634418	0.0506619535563556	0.959594894359353	-0.0141560564561332	0.0342071509044431	-0.413833250704736	0.678996230796038	0.0431494962829394	0.157244973072909	0.274409384539959	0.783770031896604	-0.273205709382362	0.15751108639477	-1.73451733230781	0.0828263331635275	-0.0132396016504191	0.0778064698186826	-0.170160677913703	0.864883775154474	2774.56763307953	2764.56763307953
-0.00294632132755293	0.129839071914178	-0.0226921009532509	0.981895876740947	-0.0263025749221083	0.0396184616254866	-0.66389692691116	0.506756283270342	0.0433706831876788	0.157250229688878	0.275806803420817	0.782696457950746	-0.271068741061698	0.157443108372521	-1.72169327615364	0.0851250960004079	-0.0300548461238645	0.0940797844963506	-0.319461256047311	0.749376766547078	2772.94746534384	2762.94746534384
0.0354177839855351	0.120694498287098	0.293449862986184	0.769178316905553	0.0377835166407935	0.030303056468813	1.24685497252329	0.212450679453465	0.0434469966534923	0.157318526282517	0.276172156453264	0.782415841822419	-0.279599027241546	0.15758283144098	-1.77429879057773	0.076013740523062	0.0113503668871719	0.0629132163579973	0.180413076047242	0.856828289556296	2773.18441543351	2763.18441543351
-0.0345165453779508	0.124534934589705	-0.277163556488545	0.781654521509906	0.0226368871597633	0.0349639917903496	0.647434288839162	0.517350910091464	0.0339022921050414	0.157505609197367	0.215244982561601	0.829576321729291	-0.260651312832938	0.157653009988001	-1.65332278053413	0.0982651891161219	-0.133999933873957	0.0770067677390839	-1.74010593884395	0.0818404176435854	2768.79686613035	2758.79686613035
0.0324360886703974	0.13197966036696	0.245765814067192	0.805863521933962	0.0167585910398811	0.0420655616038744	0.398392185933341	0.690341116975417	0.0422320336094929	0.157227619035363	0.268604421211735	0.788234109662009	-0.272011964719523	0.15736683536821	-1.72852154066049	0.0838947625339198	0.0289897958940095	0.101509750798391	0.285586317235536	0.775194984453774	2774.58063762642	2764.58063762642
-0.00743088296225696	0.13069618326408	-0.0568561588921262	0.954659777921049	0.00104184359877357	0.042931111264707	0.0242677994601563	0.98063899787128	0.0404861314357362	0.157303418380299	0.25737604339822	0.796888494701942	-0.272830833154343	0.157558307255744	-1.73161820475446	0.0833415627142335	-0.0419895407011812	0.100665177267032	-0.417120814179827	0.676590041243193	2774.4066915283	2764.4066915283
-0.0657319756857982	0.122592774770368	-0.53618148221967	0.591833130249757	-0.0779553688299949	0.0330374452717903	-2.35960644622115	0.0182943315250681	0.0406710120937869	0.157585450150768	0.25808862464698	0.796338510481014	-0.283161773713396	0.157896612027763	-1.79333660220403	0.072919118114117	-0.195233251268592	0.074032849038906	-2.63711654762863	0.00836140983253154	2765.69762603959	2755.69762603959
0.0505279340910834	0.122966474452707	0.410908211493992	0.68113984101865	0.0537372555753723	0.0333585313134688	1.61089992453221	0.107201536475598	0.0371770147186432	0.157475808223768	0.236080799571549	0.813369972599275	-0.273323356287714	0.157492036915682	-1.73547413342584	0.0826568592217455	0.0297724925842458	0.0759203678228141	0.392154219454389	0.694944267986676	2772.01814661812	2762.01814661812
0.0193705423484094	0.12212031599359	0.158618508237614	0.873969445946595	-0.0336583784018152	0.0319401609975213	-1.05379488864904	0.291976834164798	0.0387442044557581	0.157390419219117	0.246166219316177	0.805553564134606	-0.275457776341998	0.157520731965175	-1.74870807737801	0.0803414930996031	0.0684726953360476	0.0714888002466117	0.957810105916458	0.338158522294003	2771.61287662504	2761.61287662504
-0.0564140997658997	0.12403021968285	-0.454841569338123	0.649223221825061	-0.0464816284231171	0.0343271691074719	-1.35407694929902	0.175711829350104	0.0389220793621934	0.15747006026868	0.247171299076049	0.804775656302178	-0.277869938292419	0.157615638583952	-1.76295918849712	0.0779073731426833	-0.174671878116809	0.0786511198628777	-2.22084413319653	0.0263615202283373	2769.6354757959	2759.6354757959
