# sim2000.logistic.cov.recessive.txt
#
# This file was created in R from the sim2000 data set for comparison to snpgqa
# results on 09-Aug-2011.  In the names below, prefix 'b0' denotes the
# intercept, 'b1' the independent variable (i.e. the snp), 'c1' covariate 1 and
# 'c2' covariate 2.
#
# R call:  par.glm.cov(sim2000.geno.df, qvar=sim2000.phen.df$ds-1, snp.start=2,
#                      gen.model="recessive", cov1=sim2000.phen.df$cov1,
#                      cov2= sim2000.phen.df$cov2))
#
# where 'par.glm.cov' is a parallelized loop calling glm on each snp after
# recoding the model.
#
# R can read this file in either uncompressed or compressed format.
#
# David R. McWilliams <dmcwilli@wfubmc.edu>
# 10-Aug-2011
#
b0	b0.se	b0.z	b0.p	b1	b1.se	b1.z	b1.p	c1	c1.se	c1.z	c1.p	c2	c2.se	c2.z	c2.p	aic	null.dev
0.0193273691363056	0.119905925854824	0.161187772818721	0.871945511070811	-0.0410958081927891	0.14823206508081	-0.277239665860321	0.781596083899952	0.0424852604056917	0.157226371412944	0.270217139935813	0.786993207250892	-0.271192991095453	0.157372967658936	-1.72325015617162	0.0848432971419286	2772.66299259476	2764.66299259476
0.0217213643925514	0.119580632587898	0.181646173987122	0.855860409998568	-0.079966709018395	0.184210367824144	-0.434105365311116	0.664211929538069	0.0433870269847333	0.157236926398588	0.275934082269894	0.782598695874083	-0.273185463060642	0.157380031466117	-1.73583306926367	0.0825933550504122	2771.21583763908	2763.21583763908
0.00137217883317245	0.120641056542452	0.0113740618036580	0.990925007364546	0.0830567270529277	0.110233162835618	0.753464065771059	0.451171097011201	0.0405389709165446	0.157255680647110	0.257790184429115	0.796568840216155	-0.276493019452185	0.157513601995184	-1.75535963846881	0.0791978112845386	2772.17240039912	2764.17240039912
0.0323453345460788	0.119988730311367	0.269569770945519	0.787491258924562	-0.178342654966444	0.148091538927831	-1.20427308850748	0.228484044649768	0.0417489566339917	0.157288050783217	0.265429932064785	0.790678280382797	-0.268144798933493	0.157437999092914	-1.70317712673193	0.088534925825874	2771.28208539687	2763.28208539687
0.0121599901482916	0.119598547940401	0.101673392843794	0.919015922111528	0.0660126558309671	0.199830373063640	0.330343454895839	0.741140461845956	0.0422812679626733	0.157224375049571	0.26892311035959	0.787988852369725	-0.272037383036204	0.157364159769514	-1.72871245545777	0.0838605710184243	2772.63083709205	2764.63083709205
0.0202939444236868	0.119910564121840	0.169242339674645	0.865606027861277	-0.0691650027928905	0.198745822522093	-0.348007328733674	0.727834679587844	0.0426071035296873	0.157226553033993	0.270991780379968	0.786397354117672	-0.274183451497998	0.157522989206961	-1.74059324850523	0.0817549019346658	2772.61863240200	2764.61863240200
0.07283387500576	0.120954799028453	0.602157794405718	0.547069106757053	-0.410823830520645	0.139187839151913	-2.95157847857859	0.00316154194523686	0.0406578370647411	0.15757957955791	0.258014630949053	0.796395615570884	-0.285119882988781	0.157815540650358	-1.80666543873817	0.0708144595738584	2763.86018969252	2755.86018969252
-0.00090940597474365	0.120548593513938	-0.0075438953556808	0.99398089945897	0.129625939801532	0.143098582907584	0.905850618277944	0.36501492478878	0.0454208062066137	0.157294726835831	0.288762421476592	0.77276319091518	-0.270624914917508	0.157399837350502	-1.71934685240413	0.0855512335116522	2771.91947052644	2763.91947052644
0.0101722708434879	0.120445245369512	0.0844555616311842	0.932694233238254	0.0404715331438143	0.131724981967947	0.307242654651966	0.75865868085499	0.0430682396138421	0.157254767968833	0.273875572551021	0.784180244382376	-0.272668772706703	0.157395536651368	-1.73237931969231	0.0832060475941807	2772.64554335396	2764.64554335396
0.0522528135396349	0.120408840753598	0.433961602923858	0.664316324139343	-0.331485363764589	0.149805864263052	-2.21276627183643	0.0269137637269938	0.0401942700574096	0.157429061213198	0.255316710572114	0.798478494372903	-0.275746623858547	0.157502060149752	-1.75074931462084	0.0799891007638758	2767.77397137496	2759.77397137496
0.015590285886436	0.119143554925165	0.130852952106628	0.8958916333491	NA	NA	NA	NA	0.0421104942396127	0.157218465973525	0.267846998626128	0.7888170923227	-0.271718246518171	0.157357705645986	-1.72675526376488	0.0842116259580549	2770.73990725353	2764.73990725353
0.0303308239488496	0.120463543420463	0.251784258437289	0.80120782536766	-0.123003210462340	0.147500129125421	-0.833919340895958	0.404326437626015	0.0365195600536643	0.157379024994754	0.232048457886187	0.816500376857964	-0.270060826851106	0.15739199027164	-1.71584860439857	0.0861897555659992	2772.04242266725	2764.04242266725
-0.00230580733739468	0.119546329857968	-0.0192879809872389	0.984611371929303	0.442256453695037	0.207961534012487	2.12662623304405	0.0334511510625512	0.034154670485335	0.157425246200583	0.216958024901654	0.828241057046084	-0.271972684797631	0.157534786841385	-1.72642938268275	0.0842701935009066	2768.15197662091	2760.15197662091
0.00881896582619434	0.120105713143651	0.0734266971600804	0.941466573669635	0.0637784777493805	0.142602161613340	0.447247622531228	0.654696280192713	0.040048847327491	0.157291697381895	0.254615138587099	0.79902036556864	-0.270263270666958	0.157398887276029	-1.71705960152691	0.0859682825418948	2772.5399619964	2764.5399619964
0.0124782987498140	0.120030741991753	0.103959190310357	0.917201734444432	0.050454228070336	0.236029690463582	0.213762209200205	0.830732496437734	0.0425166112016498	0.157231725194890	0.270407331274589	0.786846900579871	-0.269678473699258	0.157647998214466	-1.71063684127714	0.0871481735697451	2772.69422753438	2764.69422753438
0.0455694541080119	0.121125386709997	0.376217202237843	0.706755427741835	-0.153415206811932	0.110130174180185	-1.39303517817857	0.163609153179621	0.0540943798907472	0.157528099161295	0.343395116038055	0.731301233246778	-0.278833041584413	0.157517373083756	-1.77017325851511	0.0766982826435622	2770.79379963641	2762.79379963641
