# sim2000.logistic.cov.2df.20110824.txt
#
# This file was created in R by the script 'glm.2df.R' to create reference
# data for the SNPLASH/SNPGWA 2-degree of freedom test.  The final column,
# 'p.2df' corresponds to the 2-degree of freedom p-value in SNPGWA.
#
# David R. McWilliams <dmcwilli@wfubmc.edu>
# 24-Aug-2011
b0	b0.se	b0.z	b0.p	b1	b1.se	b1.z	b1.p	b2	b2.se	b2.z	b2.p	c1	c1.se	c1.z	c1.p	c2	c2.se	c2.z	c2.p	aic	null.dev	p.2df
-0.0210898962843454	0.179886330118734	-0.117240127531786	0.906669768994377	0.0264792033008389	0.155612939637365	0.170160677913707	0.86488377515447	0.0557077710188189	0.15559839084649	0.358022796481096	0.720326253681279	0.0431494962829396	0.157244973072909	0.274409384539960	0.783770031896604	-0.273205709382363	0.157511086394770	-1.73451733230782	0.082826333163527	2774.56763307953	2764.56763307953	0.917486569463542
-0.0593037423735265	0.211074076449682	-0.280961752248453	0.778739735915744	0.0601096922477297	0.188159568992701	0.319461256047315	0.749376766547075	0.108962570890190	0.192517485820693	0.565987917542593	0.571401994095107	0.0433706831876787	0.157250229688878	0.275806803420817	0.782696457950746	-0.271068741061698	0.157443108372521	-1.72169327615363	0.0851250960004083	2772.94746534384	2762.94746534384	0.795766161048716
0.0845516675135008	0.150189857205897	0.562965230052707	0.573458560543893	-0.0227007337743437	0.125826432715995	-0.18041307604724	0.856828289556297	-0.124700916809553	0.117959063511173	-1.05715417787918	0.290441228506728	0.0434469966534925	0.157318526282517	0.276172156453265	0.782415841822418	-0.279599027241547	0.157582831440980	-1.77429879057774	0.0760137405230613	2773.18441543351	2763.18441543351	0.459630751911718
-0.145879592092142	0.179582224696203	-0.812327569384584	0.416603695107266	0.267999867747912	0.154013535478168	1.74010593884394	0.0818404176435868	0.066089272394666	0.157356769322873	0.419996373076652	0.674488103257948	0.0339022921050413	0.157505609197367	0.215244982561599	0.829576321729292	-0.260651312832939	0.157653009988002	-1.65332278053414	0.0982651891161208	2768.79686613035	2758.79686613035	0.0515026817639311
0.0781844756042874	0.223810002589379	0.349334143692101	0.726838468149203	-0.057979591788018	0.203019501596782	-0.285586317235531	0.775194984453778	-0.0792655690136524	0.208405634272142	-0.380342735408704	0.703691016570313	0.0422320336094937	0.157227619035363	0.268604421211741	0.788234109662004	-0.272011964719524	0.157366835368210	-1.72852154066049	0.0838947625339193	2774.58063762642	2764.58063762642	0.923434083473476
-0.0483785800646637	0.220250603853249	-0.21965242872568	0.82614185616904	0.0839790814023616	0.201330354534065	0.417120814179823	0.676590041243196	0.0388640099048596	0.209370278290243	0.185623337859750	0.852740150661645	0.0404861314357361	0.157303418380299	0.257376043398219	0.796888494701942	-0.272830833154343	0.157558307255744	-1.73161820475446	0.0833415627142332	2774.4066915283	2764.4066915283	0.846614240831484
-0.338920595784385	0.169401916944851	-2.00068925958329	0.0454258875964441	0.390466502537184	0.148065698077812	2.63711654762864	0.00836140983253152	0.429099357758576	0.146378886613384	2.9314293043635	0.00337406152082063	0.0406710120937877	0.157585450150768	0.258088624646985	0.79633851048101	-0.283161773713397	0.157896612027763	-1.79333660220403	0.0729191181141165	2765.69762603959	2755.69762603959	0.0118275865404114
0.134037682250702	0.17271470112533	0.776064118325616	0.437711128484581	-0.0595449851684918	0.151840735645628	-0.39215421945439	0.694944267986675	-0.190984259310363	0.149893265100468	-1.27413502656276	0.202615566887666	0.0371770147186427	0.157475808223769	0.236080799571546	0.813369972599278	-0.273323356287714	0.157492036915682	-1.73547413342584	0.082656859221746	2772.01814661812	2762.01814661812	0.256712001458498
0.0541848592826427	0.165033678354160	0.328326071520764	0.742665133557672	-0.136945390672096	0.142977600493224	-0.957810105916464	0.338158522294	0.0325024398693975	0.138216561387135	0.235155899866155	0.814087733075889	0.0387442044557587	0.157390419219117	0.246166219316181	0.805553564134603	-0.275457776341999	0.157520731965175	-1.74870807737802	0.080341493099602	2771.61287662504	2761.61287662504	0.209932768249745
-0.277567606305826	0.179056379977495	-1.55016875880498	0.121101016150351	0.349343756233618	0.157302239725755	2.22084413319653	0.0263615202283373	0.314116763386160	0.156913334603059	2.00184875415959	0.0453010005780391	0.0389220793621923	0.15747006026868	0.247171299076042	0.804775656302183	-0.277869938292418	0.157615638583951	-1.76295918849712	0.0779073731426846	2769.6354757959	2759.6354757959	0.0806672457694365
-0.0439252051792537	0.188972656144287	-0.232442121921149	0.816194636100116	0.0642995906191294	0.158467570101915	0.405758670861025	0.684919928453587	NA	NA	NA	NA	0.0430088760651863	0.157239127532689	0.273525277963941	0.784449463916588	-0.270887544856077	0.157373621695861	-1.72130209584674	0.0851960193786819	2772.57505928101	2764.57505928101	NA
-0.0914641148956281	0.176262412292035	-0.51890878892596	0.603824348543593	0.0937324948596658	0.154319110902942	0.607393953420445	0.543589500262704	0.154968879078135	0.155577460315147	0.996088242886986	0.319207271857231	0.0317724501883831	0.157570242397180	0.201639914396373	0.840198238914359	-0.268049505836439	0.157439458669854	-1.70255606886029	0.0886511772879714	2773.62550113432	2763.62550113432	0.573344200981832
