# hisp.additive.lm.txt
#
# The data in this file was created in R from the 'hisp' data set for comparison
# to qsnpgwa results for the same input.  The data are the tabulated lm()
# results.
#
# R call: hisp.r.add.df <- multi.lm(hisp.df, 2, 3, "additive"), where multi.lm()
# calls 'lm' for each biallelic snp, recoding to an additive genetic model.
#
# These data correlated perfectly with SAS results (within rounding error)
# produced by Josh Grab.
#
# David R. McWilliams <dmcwilli@wfubmc.edu>
# 15-Aug-2011
#
id	coef	std.err	t.val	p.val
v1	0.00365707880211305	0.0123840827054054	0.295304778650808	0.767810187076875
v2	-0.0157753108753238	0.0632905255739356	-0.249252328563699	0.803206619231101
v3	-0.0149935621844710	0.0188345112838162	-0.796068555139759	0.426143584394936
v4	0.00393198109502459	0.0082346760611583	0.477490682793358	0.633096365436298
v5	0.00492473671021643	0.0123837307570091	0.397677953990486	0.6909355997544
v6	0.00209126218143441	0.00899147608744318	0.232582744045209	0.816123563758411
v7	0.00726617157417059	0.00816292038356358	0.890143629086639	0.373560327118686
v8	0.00576135311065450	0.0088153803459013	0.653556952120986	0.513517678696663
v9	0.00340090821393925	0.00873839587210849	0.389191364606676	0.697200986764975
v10	0.00362385871105919	0.00796814836708888	0.454793076648389	0.649337208916716
v11	-0.0712538579738445	0.0998119826859524	-0.713880799242683	0.475434375358238
v12	-0.00260184528702843	0.0145427506693955	-0.178910121350280	0.8580373147939
v13	-0.00948929818416194	0.00818419156307045	-1.15946677335615	0.246487756832722
v14	-0.0144440456728910	0.00820217199004706	-1.76100253572080	0.0784828462417557
v15	0.00385185617827487	0.00902030799284429	0.427020472175729	0.669438073286843
v16	0.00333836197789880	0.00796789024224436	0.418976903095299	0.675305168472675
v17	0.00270388256149908	0.007970093973858	0.339253535826283	0.734475864986811
v18	0.00971370874010569	0.00820285302464248	1.18418661298994	0.236564683170204
v19	-0.00757578831121269	0.00827866391830345	-0.915097941645299	0.360316988577557
v20	0.0445771420175265	0.199207954422146	0.223771897798128	0.822972018774729
v21	0.0195250730757394	0.0146855116383195	1.32954666862214	0.183910646770740
v22	0.00197696683649630	0.00913687619190943	0.216372291248389	0.828732924248199
v23	0.0385110927485266	0.0211105718779713	1.82425625279781	0.0683523571677628
v24	0.00648912824922931	0.00813560966637945	0.79762040158413	0.425242539670946
v25	0.00582184941416797	0.00885696046653539	0.65731911485491	0.511096953056419
v26	-0.000867713585756931	0.00947913250560534	-0.0915393455301761	0.927078734653595
v27	0.000982564112329283	0.00822370622365773	0.119479476236964	0.904914728769077
v28	0.00950202942260165	0.00983101749231779	0.966535704979345	0.333963447645796
v29	0.0154912322909642	0.0086338549956106	1.79424281492333	0.0730163863301122
v30	0.0160813456464280	0.00881024629457953	1.82530035015275	0.0681946257995352
v31	0.0167787159041387	0.0127398501318607	1.31702616047086	0.188071625550269
v32	0.0098326690587043	0.00785612325913613	1.25159302296710	0.210952737894509
v33	-0.00797493423679666	0.0120367311768458	-0.66254983347451	0.50774124385938
v34	0.0051660880952445	0.0094334225270893	0.547636669555446	0.584039329485735
v35	0.00562808685094936	0.00830854925224809	0.677385025963052	0.498287244346244
v36	-0.00405828158736365	0.0117037634326595	-0.346750138168289	0.728837496304647
v37	0.0110206199196794	0.00781860515538052	1.40953785242568	0.158925325623931
v38	0.00570957069099645	0.00940837169607909	0.606860663612589	0.544053767309805
v39	0.0054047962708293	0.0094052885891191	0.574655016655424	0.56562828856147
v40	0.00800346579580148	0.00956910521520642	0.836386016853806	0.403097888781136
v41	0.0115285333509626	0.00788551314328817	1.46198898429016	0.143995980194653
v42	0.0119338652191476	0.00785066001372306	1.52010979946744	0.128736679005985
v43	0.00769067221169097	0.0078013834155196	0.985808772889128	0.324418038176037
v44	0.00706822766065256	0.00964749182030317	0.732649251464246	0.463909960179646
v45	0.00515484673739338	0.00793513183228874	0.649623326536033	0.516055105944337
v46	0.00972526565100711	0.00989047059020374	0.983296554224603	0.325652089553407
v47	0.0295327755419434	0.0219869260018007	1.34319711357216	0.179452358283587
v48	0.00558962332936665	0.00796280391514322	0.701966717871403	0.482830808835583
v49	0.00559385524162662	0.00793294153454965	0.705142628023186	0.480853061329274
v50	0.0143256821324376	0.0079407129944128	1.80408007977588	0.0714597858887639
v51	-0.0177791934642499	0.00835543211305468	-2.12786044140929	0.0335442023288414
v52	-0.0229554828509837	0.0078503717054278	-2.92412687097505	0.00351660734206581
v53	0.0225248636628586	0.0119258161418238	1.88874819089857	0.0591572876709371
v54	-0.0206075476621239	0.0079282943029631	-2.59924100628077	0.00945320841204649
v55	0.0204542883982107	0.00822238633228026	2.48763407259389	0.0129893524650938
v56	-0.0177330279955810	0.00783874498636416	-2.26222794929908	0.0238546988538434
v57	-0.0176022392690619	0.0078303923837858	-2.24793834157154	0.0247541313100854
v58	0.00737617386084657	0.0195938864505531	0.376452822642461	0.706644272320162
v59	-0.0164007545785866	0.0240397375629784	-0.682235175638692	0.4952168557461
v60	0.0172281634699561	0.0186564025424775	0.923445097774369	0.355953799395509
v61	0.0169894490618886	0.0184626951700362	0.920204168753292	0.357643907018956
v62	-0.00857674314792556	0.0086329533691136	-0.993488877005968	0.320664350250231
v63	-0.0158409823011233	0.00908010650890955	-1.74458111097925	0.0813039753280663
v64	0.0193360320607152	0.00799266987163879	2.41922065733345	0.0156960384587591
v65	0.000855460355753112	0.0132696078339044	0.0644676441429846	0.948608194075133
v66	-0.00803273141165	0.0318059601419080	-0.252554281518638	0.800654251787359
v67	-0.0549150534279287	0.0133415066384016	-4.11610584293859	4.11200039290886e-05
v68	NA	NA	NA	NA
v69	-0.0253991410797879	0.0119424757934640	-2.12679025011620	0.0336332460520586
v70	0.120119890571337	0.0706239168331516	1.70083869541135	0.0892224009857685
v71	-0.0076112377376975	0.0206523197871917	-0.368541539939639	0.712531982775505
v72	0.00724366859676792	0.0104324652263035	0.694339107740746	0.487598800850532
v73	-0.0285773552831415	0.00932624340545844	-3.06418715883137	0.00222942294176328
v74	-0.0280517172873452	0.0093346337943881	-3.00512241885801	0.00270776701437163
v75	-0.0076112377376975	0.0206523197871917	-0.368541539939639	0.712531982775505
v76	-0.0319000429227218	0.009530374954579	-3.34719704888369	0.000840646224822702
v77	-0.0297430090456247	0.00985395564309801	-3.0183826803054	0.00259282588634586
v78	0.000660225463068175	0.0112368551794802	0.0587553592640245	0.953156371389335
v79	-0.00832530087028093	0.00984011946010404	-0.846056890267968	0.397683197345914
v80	-0.000517565932129859	0.00915743619467998	-0.0565186501032395	0.95493768564734
v81	0.0145005870686077	0.0088320406851498	1.64181615388038	0.100880053700434
v82	-0.00157734279246622	0.0082509592058511	-0.191170838821705	0.848422844833477
v83	0.0440423744985919	0.0126792212614050	3.47358671251009	0.000531136956143789
v84	0.0433228464358659	0.0116007612458107	3.73448306692034	0.000196583195629109
v85	-0.00195973596112719	0.0079332217691857	-0.247029015215384	0.804926398431074
v86	0.0136774060449019	0.00870055479562763	1.57201539053295	0.116200454549877
v87	0.0116856814566830	0.00850503897312777	1.37397153541621	0.169698225507868
v88	-0.00505212473377404	0.0130316745232514	-0.387680395543945	0.698318674861051
v89	0.0093634817346669	0.00827388273825566	1.13169137524433	0.257981612926595
v90	0.0124714107465020	0.00843882842063616	1.47786044754799	0.139697450092595
v91	-0.0150146310790664	0.0080113261123851	-1.87417549459815	0.0611397116055148
v92	-0.00756992000572773	0.031655219222922	-0.239136552883079	0.811038963247015
v93	0.00326043685407413	0.0128873468823087	0.252995196284345	0.800313590876527
v94	-0.0178314738125522	0.00799036907101931	-2.23162079924770	0.0258170399853263
v95	0.0133463552488623	0.0114501804223261	1.16560217888261	0.243998583212854
v96	0.00929920446326592	0.00921411068204289	1.00923515943746	0.313057497934791
v97	-0.0178314738125522	0.00799036907101931	-2.23162079924770	0.0258170399853263
v98	0.00267881846639825	0.0113726827632424	0.235548508840539	0.81382171006575
v99	-0.0168432161984144	0.00795477775778214	-2.11737105815894	0.0344257236894033
v100	0.0255855978947698	0.0105522226544462	2.42466433211483	0.0154637807291042
v101	0.00126177411274407	0.0111068579169447	0.113603156012206	0.909570686422312
v102	0.0163542597252773	0.00920197805912458	1.77725480545572	0.0757698251082113
v103	0.0147168320627874	0.0113816249255713	1.29303435660780	0.196238674509776
v104	0.00126930164934464	0.0112895356300075	0.112431697010711	0.91049921950324
v105	0.0106615416445390	0.00822582074349546	1.29610673232450	0.195178349613010
v106	0.0142045697013100	0.0114383748810021	1.24183460055171	0.214530919823456
v107	-0.0878520929273123	0.0418803075407535	-2.09769455111627	0.03613284425853
v108	0.00188654933830419	0.0113119734616651	0.166774554828782	0.867574456850018
v109	0.0116963720822885	0.00827232071156818	1.41391666137074	0.157635772246128
v110	0.012759049060594	0.00824917748881124	1.54670560524364	0.122187779212533
