# hisp.recessive.lm.txt
#
# The data in this file was created in R from the 'hisp' data set for comparison
# to qsnpgwa results for the same input.  The data are the tabulated lm()
# results.
#
# R call: hisp.r.rec.df <- multi.lm(hisp.df, 2, 3, "recessive"), where multi.lm()
# calls 'lm' for each biallelic snp, recoding to recessive genetic model.  
#
# These data
# correlated perfectly with SAS results (within rounding error) produced by Josh
# Grab.
#
# David R. McWilliams <dmcwilli@wfubmc.edu>
# 15-Aug-2011
id	coef	std.err	t.val	p.val
v1	0.0334309534142059	0.0535697164594203	0.624064408470973	0.532699340562445
v2	NA	NA	NA	NA
v3	-0.00181075497823284	0.0893286159010822	-0.0202707157159803	0.983830656721517
v4	0.0101131493511674	0.0155037940571822	0.652301579462891	0.514326763187931
v5	0.0334309534142059	0.0535697164594203	0.624064408470973	0.532699340562445
v6	0.00493517854873645	0.0215925071259856	0.228559773996656	0.819248537406055
v7	0.00520121917601578	0.0132467352448377	0.392641589031737	0.694651268681815
v8	0.0131519064973741	0.0202358254151522	0.649931803005487	0.515855884891956
v9	-0.000369956581297721	0.0198215194160882	-0.0186643906318022	0.985111818861995
v10	0.0104073397307815	0.0132907987137508	0.783048479999468	0.433747207685495
v11	NA	NA	NA	NA
v12	-0.0352260749141634	0.057815571975521	-0.609283514985859	0.542447429869305
v13	-0.00147740706565927	0.0144783844868844	-0.102042259410752	0.918739524252954
v14	-0.0111112063243031	0.0152843530383743	-0.726966087240086	0.467383067619714
v15	0.0245086410382742	0.0220292998867438	1.11254743293147	0.266117101870079
v16	-0.00733495483234032	0.0135114958826615	-0.542867710284607	0.587317901933884
v17	-0.0078788806188944	0.0134609779773653	-0.585312644604482	0.55844341369606
v18	0.0193120653654610	0.0156279267410097	1.23574071503570	0.216787509183593
v19	-0.000801354871448002	0.0172032677028922	-0.0465815498129624	0.962854189750706
v20	NA	NA	NA	NA
v21	-0.0602025681771517	0.0706851825478085	-0.851699974551713	0.394544032482664
v22	0.0115207858774359	0.0226433584834391	0.508793158305642	0.610987148817931
v23	-0.202973312528356	0.199342002576185	-1.01821648175117	0.308772434251434
v24	0.0205864172113840	0.0147157517411931	1.39893751766398	0.162080189730787
v25	0.0111403516680604	0.0205025872045302	0.543363213477703	0.586976786117648
v26	-0.00826895557830909	0.0252112174554589	-0.327987158609774	0.742976387948557
v27	-0.0152191387663932	0.0166516861049235	-0.91396983287436	0.360909236390875
v28	0.00188114060949659	0.0282377117880530	0.0666180256961355	0.946896465403711
v29	-0.00123024564235844	0.0189987557531942	-0.0647540111752634	0.948380228713983
v30	0.00690685205680819	0.0201523135913969	0.342732462229882	0.731857455377756
v31	-0.00419745348008088	0.0517821528899754	-0.0810598487281797	0.935407353696924
v32	0.00222228101704471	0.0141598002034080	0.156942964245346	0.875315184112258
v33	-0.0911899702872166	0.0394233941750093	-2.31309282712706	0.0208794772793933
v34	-0.0408239735287897	0.0244955723690970	-1.66658581859847	0.09584771622205
v35	0.00437674154569691	0.0172028365383249	0.254419760133529	0.799213200236653
v36	-0.0911899702872166	0.0394233941750093	-2.31309282712706	0.0208794772793933
v37	0.00951426486654294	0.0142009106207191	0.669975688225348	0.502997230572751
v38	-0.0447949299558479	0.0244900109975142	-1.82911024255541	0.0676216064438257
v39	-0.0450592513934688	0.0244763249819108	-1.84093206095154	0.0658689561691897
v40	-0.0462260370672912	0.0251783251428572	-1.83594567172412	0.0666034799014453
v41	0.00627355888120612	0.0145746289187176	0.430443815495655	0.666947150881643
v42	0.00884467136650728	0.0146233194127146	0.604833356701287	0.545399678347911
v43	0.00479218381268260	0.0141809744766448	0.337930501220141	0.735472395824023
v44	-0.0472827590889894	0.0255465814886657	-1.85084486196196	0.0644280340552503
v45	0.00348155447891975	0.0139310483094180	0.249913316039976	0.802695515159774
v46	0.00813610713222656	0.0282368227790511	0.288138194438177	0.77328880109763
v47	0.242481987111377	0.199306627960626	1.21662781409999	0.223975891146068
v48	0.00749947766000803	0.0139903549257217	0.536046276154154	0.592022092039235
v49	0.00749947766000803	0.0139903549257217	0.536046276154154	0.592022092039235
v50	0.0238004811326221	0.0133729166079674	1.77975245268800	0.0753597620491323
v51	-0.0161607357775485	0.0178728016479726	-0.9042083102501	0.366059461019772
v52	-0.0364972631651283	0.0138532520220342	-2.63456285261236	0.00852884710391749
v53	0.00777765586400487	0.0438701679096868	0.177288035004022	0.859310916992231
v54	-0.0422564583065802	0.0143342380382121	-2.94793892733841	0.00325850277715768
v55	0.0275529801399075	0.0163892986593887	1.68115675432662	0.0929826842655107
v56	-0.0424917005209832	0.0134874073463759	-3.15047209813833	0.00166880216992243
v57	-0.0395416477148343	0.0134092616663021	-2.94883109143912	0.00324917712644625
v58	0.0103985139940702	0.141070796484750	0.0737113155464063	0.941251906943294
v59	NA	NA	NA	NA
v60	0.0103985139940702	0.141070796484750	0.0737113155464063	0.941251906943294
v61	0.0103985139940702	0.141070796484750	0.0737113155464063	0.941251906943294
v62	-0.0232829131507961	0.0191281456874422	-1.21720701688725	0.223755575120023
v63	-0.0449148749881003	0.0223607850397873	-2.00864481762074	0.0447898928994413
v64	0.0386907836959469	0.0149843108060124	2.58208630325676	0.00993362124726963
v65	-0.0381984555928035	0.0460717757792147	-0.829107516407839	0.407202115977578
v66	-0.047721419255343	0.0893184161264113	-0.534284208396659	0.593240075994001
v67	-0.0696737944927267	0.0472977398023421	-1.47308930160076	0.140984689756798
v68	NA	NA	NA	NA
v69	-0.0498475494907173	0.0438480227074971	-1.13682548066630	0.255829480162070
v70	NA	NA	NA	NA
v71	0.00115334689919896	0.199424783504584	0.0057833679391832	0.995386490029095
v72	0.0384214089790425	0.0356828953784651	1.07674583498709	0.281801924027438
v73	-0.0453544804211726	0.0243259763095308	-1.86444646019831	0.0624936456064614
v74	-0.0453897052678326	0.0243358908464840	-1.86513432173741	0.0623972991627425
v75	0.00115334689919896	0.199424783504584	0.0057833679391832	0.995386490029095
v76	-0.0431131015897517	0.0259403717616463	-1.66200785346862	0.0967623318659804
v77	-0.0376536164375035	0.0282176389686237	-1.33439996448222	0.182316226338641
v78	0.0125831779638539	0.0438692743435875	0.286833510518125	0.774287415324503
v79	-0.0175167046024170	0.0287686996438828	-0.60888065221056	0.542714361559117
v80	-0.00333345826262703	0.0229037662957876	-0.145541926143392	0.884306518301924
v81	0.0309626131125142	0.0208603746924547	1.48427885735502	0.137987469857652
v82	-0.0226397157260406	0.0143931318402692	-1.57295270947904	0.115983234159071
v83	0.00771944076875	0.0473275604519483	0.163106669666347	0.870460855470982
v84	0.0114120775108281	0.0395064906374027	0.288865888280742	0.772731982199743
v85	-0.000275631339882154	0.0135236959846597	-0.0203813617368218	0.983742409898874
v86	0.00904772851197195	0.0195831082647876	0.462016978593776	0.644149672373135
v87	0.00747246083883474	0.0181125606827024	0.412556842168152	0.680002471734526
v88	-0.115571478126672	0.0577315521833777	-2.00187720156167	0.0455140483016676
v89	0.00826877925338585	0.0151371081298955	0.546258848283917	0.584985657430657
v90	0.00920690795043729	0.0172991097682972	0.532218598167988	0.594669337163758
v91	-0.0288699451476129	0.0143841961588257	-2.00706002816148	0.0449585918904302
v92	NA	NA	NA	NA
v93	-0.117839922922525	0.0706269945343991	-1.66848276214176	0.0954707685816615
v94	-0.0263096134693566	0.0144353846449581	-1.82257793030446	0.0686065298672341
v95	0.0468862227597106	0.0368396935274073	1.27270935967014	0.203358813896595
v96	0.0064416641779207	0.023309661100225	0.276351687406495	0.782323717352029
v97	-0.0263096134693566	0.0144353846449581	-1.82257793030446	0.0686065298672341
v98	-0.0107937280373329	0.0486869672395006	-0.221696454910335	0.824586488786387
v99	-0.0240907436727946	0.0142536449543550	-1.69014618716416	0.091249723080681
v100	0.0302482612451107	0.0328299022132405	0.921363123430548	0.35703894531188
v101	-0.0103243796998838	0.0439017984304273	-0.235169857932933	0.814115542526324
v102	0.00329509611406975	0.0233101876824108	0.141358626492576	0.887609451055743
v103	0.0470168321850155	0.0367158202778178	1.28056058203937	0.200586181943228
v104	-0.00852735208468728	0.0472994904376495	-0.180284227288412	0.85695873033237
v105	0.0168322739291964	0.0153414081908292	1.09717919762140	0.272774716543726
v106	0.0465596933965299	0.0368164333481364	1.26464432217704	0.206234966271459
v107	NA	NA	NA	NA
v108	-0.0120833760991507	0.048679222678208	-0.248224508000618	0.80400154182668
v109	0.0194894881380189	0.0154645353837247	1.26026987907636	0.207807611943852
v110	0.0119849049143543	0.0160932080426918	0.744718199290092	0.456582304256033
v111	0.0430442961500729	0.0362353334490539	1.18790948096538	0.235095097145797
v112	0.0152719467736857	0.0185286816252578	0.824232780429846	0.409964798106355
v113	-0.0237599217297184	0.0132927667012115	-1.7874323881388	0.0741102229358848
v114	0.00471962433785537	0.0166997365767021	0.282616693753107	0.777517546714081
v115	0.0369078165594514	0.0362407577014637	1.01840631654235	0.308682283484742
v116	-0.0322826599800587	0.0356877683061166	-0.904586123266379	0.365859275018894
v117	0.0369078165594514	0.0362407577014637	1.01840631654235	0.308682283484742
v118	0.0298006220160893	0.0187754861741177	1.58720907356156	0.112718611053724
v119	-0.0178762649744626	0.0380984609499031	-0.469212260252947	0.638999881017096
v120	-0.00540161555476939	0.015167393715231	-0.356133404076214	0.721800855445348
v121	0.0184632691895081	0.0133472885694639	1.38329737110417	0.166821103097105
v122	0.0225564032487510	0.0135607332980500	1.66336161570219	0.096491143573732
v123	0.0223915346930713	0.0188510247222338	1.18781525264574	0.235132213368172
v124	-0.0185238383953827	0.0267994028376141	-0.691203401345335	0.489566274814544
v125	0.0196337094673515	0.0176358869768722	1.11328165649390	0.265802030792297
v126	0.026801724552278	0.0166399716930663	1.61068330203025	0.107501639446879
v127	0.0342055603098317	0.0157434300579924	2.17268792022019	0.029991476781768
v128	0.0115951032932381	0.0367384861325949	0.315611896782835	0.752349918115423
v129	-0.0467095180727483	0.0296105225844257	-1.57746348243500	0.114942343852408
v130	0.233490211891211	0.199315230988564	1.17146196371018	0.241636741262726
v131	-0.06580891271518	0.0279197033074494	-2.35707779522217	0.018573141614331
v132	-0.0187870762009063	0.0184628857065469	-1.01755903706020	0.309084783271377
v133	-0.00114844266942509	0.0362557989552136	-0.0316761098229762	0.974735411829828
v134	-0.0566040053720085	0.028456291809098	-1.98915606262904	0.0469019971940885
v135	-0.0443521453415908	0.0284737010203587	-1.55765298335749	0.119569068709650
v136	0.0202417155657006	0.0150990410488658	1.34059610144719	0.180295596270756
v137	-0.0435319529159175	0.0279546343425914	-1.55723564051749	0.119668087162182
v138	0.0172630303698547	0.0151020050220052	1.14309526084123	0.253218272091197
v139	-0.030968803899287	0.0380493905645697	-0.813910641925606	0.415851531022445
v140	0.0293997240051856	0.0133968432914318	2.19452623021938	0.0283813470419336
v141	0.0179246825299327	0.0185907645127927	0.964171350650928	0.335146810461306
v142	-0.00482455664712173	0.0160219893195455	-0.301120950145446	0.763372426971317
v143	-0.00064763359328758	0.0158078434635483	-0.0409691299626654	0.967327058946973
v144	0.0095400252921661	0.0132913202180936	0.717763558143697	0.473037416917743
v145	0.00107919201441639	0.0158078245761940	0.0682694832052738	0.945582052240529
v146	0.00700367037843514	0.0130546582387951	0.536488221317204	0.591716789196944
v147	-5.36060062317204e-05	0.0157731767250392	-0.00339855484828388	0.9972888939262
v148	0.0131761202082148	0.0133720364953924	0.985348807023884	0.3246439073389
v149	0.00703825545062871	0.0130688039436974	0.538553909060899	0.590290739819026
v150	-0.0115491508827196	0.0196598800291202	-0.58744767850124	0.557009345949147
v151	0.0087096259713451	0.0200670091969951	0.434027108167635	0.664343776586971
