# sim2000.logistic.cov.dominant.txt
#
# This file was created in R from the sim2000 data set for comparison to snpgqa
# results on 09-Aug-2011.  In the names below, prefix 'b0' denotes the
# intercept, 'b1' the independent variable (i.e. the snp), 'c1' covariate 1 and
# 'c2' covariate 2.
#
# R call:  par.glm.cov(sim2000.geno.df, qvar=sim2000.phen.df$ds-1, snp.start=2,
#                      gen.model="dominant", cov1=sim2000.phen.df$cov1,
#                      cov2= sim2000.phen.df$cov2))
#
# where 'par.glm.cov' is a parallelized loop calling glm on each snp after
# recoding the model.
#
# R can read this file in either uncompressed or compressed format.
#
# David R. McWilliams <dmcwilli@wfubmc.edu>
# 10-Aug-2011
#
b0	b0.se	b0.z	b0.p	b1	b1.se	b1.z	b1.p	c1	c1.se	c1.z	c1.p	c2	c2.se	c2.z	c2.p	aic	null.dev
0.00571096701422371	0.128116572872847	0.0445763329923891	0.964445007439398	0.0189135645030063	0.0901706377020327	0.20975303031022	0.833860433862637	0.0424539836737513	0.157229005727222	0.270013687852259	0.787149723212025	-0.273141187115976	0.157505027035962	-1.73417440862769	0.0828871422224603	2772.69590874313	2764.69590874313
0.00204692860029272	0.126193043964203	0.0162206135615001	0.987058390382512	0.0332950427177003	0.0902199450187912	0.369043039327563	0.712095644718232	0.0422149714273956	0.157226033087819	0.268498610556537	0.7883155442351	-0.272383335777043	0.157416074082267	-1.73034003906548	0.0835695399308004	2771.26843379422	2763.26843379422
0.0576715611658963	0.135055443905224	0.427021373580228	0.66936376004161	-0.063480588528025	0.0958912709882335	-0.662005914342449	0.507967431315017	0.0444151048748249	0.157272678804276	0.282408268317850	0.777630475724093	-0.272165438376892	0.157374445554104	-1.72941316754837	0.0837351750252582	2772.30173944790	2764.30173944790
0.122656584581517	0.127398636080285	0.962777847199404	0.335659020141147	-0.215489869192084	0.0897988601255587	-2.39969492809577	0.0164087407363647	0.0334950695563488	0.157489976702196	0.212680643287452	0.831576065776078	-0.261323371318557	0.157639782996968	-1.65772475926069	0.0973730340076552	2766.97354381662	2758.97354381662
0.0201197553800619	0.124869807791692	0.161125861694492	0.871994271678324	-0.0110387027034565	0.0910953083243129	-0.121177510746844	0.903550436660586	0.0420669657424843	0.157219989379154	0.267567539653211	0.78903221975217	-0.271671941836125	0.157359204012642	-1.72644456065181	0.0842674649755214	2772.72522278654	2764.72522278654
0.0351628654469159	0.124418967397313	0.282616599241084	0.77747075452325	-0.0508436452605531	0.0930377470636924	-0.546484054754101	0.584733245423225	0.0399663064715006	0.157279066280773	0.254110781660879	0.799409974144726	-0.271412539469419	0.157371010981936	-1.72466668273850	0.0845875586080228	2772.44116976256	2764.44116976256
0.0467386569659801	0.131733373457542	0.354797389144854	0.722741384463829	-0.0504442131094605	0.0909697057421164	-0.554516612953121	0.579225339380984	0.0420086497906698	0.157231368402666	0.26717728286309	0.789332666220758	-0.275041894726503	0.157484480554051	-1.74646983473464	0.0807293443144476	2772.43242816617	2764.43242816617
0.0759872627911395	0.132382673844438	0.573997038920904	0.565969805033512	-0.095383314064575	0.090999149579068	-1.04817808194677	0.294556566864117	0.0349921060890721	0.157401998371956	0.222310430941177	0.824072232548328	-0.274044081509956	0.157416401747548	-1.74088645444613	0.0817034835250816	2771.64116730603	2763.64116730603
-0.0829178451256631	0.131846963720136	-0.628894612254161	0.52941805353286	0.162519466531239	0.0928062511433151	1.75116939353870	0.0799167358240161	0.0396239931465003	0.157344957710965	0.251828808008501	0.801173389182311	-0.276036444992523	0.157501510512891	-1.75259554078963	0.0796714572526788	2769.66818516836	2761.66818516836
0.071976924336145	0.131252969646064	0.548383206339922	0.583428805195016	-0.0925930168823025	0.090301459890463	-1.02537674357224	0.305185457260932	0.0385247483941761	0.157293342316675	0.244922943506504	0.806516096289537	-0.277865193206455	0.157522593782998	-1.76397040280610	0.0777369623638813	2771.68835603375	2763.68835603375
0.0203743854398755	0.119731149741287	0.170167792457519	0.864878180162946	-0.0642995906191291	0.158467570101915	-0.405758670861022	0.684919928453589	0.0430088760651868	0.157239127532689	0.273525277963944	0.784449463916586	-0.270887544856077	0.157373621695861	-1.72130209584674	0.085196019378682	2772.57505928101	2764.57505928101
-0.000587641218610158	0.128021467825555	-0.00459017716787073	0.996337581367437	0.0310531919701703	0.0898978659846078	0.345427465157929	0.729773032206361	0.0404446578788318	0.157299381697453	0.257118988278176	0.797086919671064	-0.270918553226001	0.157380256705729	-1.72142655563567	0.0851734488782977	2772.62058052691	2764.62058052691
-0.0362121825178828	0.124134983433321	-0.29171617473437	0.770503641223828	0.137600956368063	0.092109688411833	1.49388146611498	0.135206603497178	0.0389751243838118	0.157321394506741	0.247742047456500	0.804333996600489	-0.270955695955194	0.157434889775137	-1.72106511042246	0.0852390095189122	2770.50786822704	2762.50786822704
-0.0296580359254116	0.130478101041060	-0.227302786358599	0.820188306610794	0.0776470369197513	0.0912116469089725	0.851284233440512	0.394611481024166	0.0433446318359244	0.157254909666375	0.275632932083854	0.782830012967893	-0.274333744677241	0.157416264683283	-1.74272807977747	0.0813811243256983	2772.01489441137	2764.01489441137
-0.00676041380817340	0.123074296159664	-0.0549295345910663	0.956194602191544	0.0688022713221317	0.094841971882231	0.72544117289723	0.468181421946252	0.0417886690434947	0.157237480128279	0.265767862785655	0.790417995128267	-0.272980887009099	0.157387557217602	-1.73445024393942	0.0828382267859278	2772.21373040314	2764.21373040314
