# sim2000.logistic.cov.additive.txt
#
# This file was created in R from the sim2000 data set for comparison to snpgqa
# results on 09-Jun-2011.  In the names below, prefix 'b0' denotes the
# intercept, 'b1' the independent variable (i.e. the snp), 'c1' covariate 1 and
# 'c2' covariate 2.
#
# R call:  par.glm.cov(sim2000.geno.df, qvar=sim2000.phen.df$ds-1, snp.start=2,
#                      gen.model="additive", cov1=sim2000.phen.df$cov1,
#                      cov2= sim2000.phen.df$cov2))
#
# where 'par.glm.cov' is a parallelized loop calling glm on each snp after
# recoding the model.
#
# R can read this file in either uncompressed or compressed format.
#
# David R. McWilliams <dmcwilli@wfubmc.edu>
# 10-Aug-2011
#
b0	b0.se	b0.z	b0.p	b1	b1.se	b1.z	b1.p	c1	c1.se	c1.z	c1.p	c2	c2.se	c2.z	c2.p	aic	null.dev
0.0164102066162685	0.122038561872806	0.134467387721038	0.893032997679487	0.00212010852656516	0.0683238858426617	0.0310302685571398	0.97524540047252	0.0421296396485152	0.157219790093072	0.267966517596639	0.788725091571788	-0.271904926605571	0.157472613173189	-1.72668072959791	0.0842250183765801	2772.73894438865	2764.73894438865
0.0218437407578675	0.124311829928769	0.175717313230639	0.860516032950408	0.00920732567303993	0.0730000313658646	0.126127694752544	0.899630845284289	0.0422825563145373	0.157224473126227	0.26893113695214	0.787982675523347	-0.273393753825236	0.157389645807634	-1.73705044205630	0.0823782677157328	2771.38871450127	2763.38871450127
0.0155449553619071	0.119590403542118	0.129984972886494	0.89657831571653	-0.000273331525206171	0.0622784017060265	-0.00438886544481956	0.996498203264157	0.0421255766107416	0.157256008720114	0.267878963440546	0.788792486844543	-0.27170447620297	0.157388954975105	-1.72632492696801	0.0842889733193683	2772.73988799144	2764.73988799144
-0.0492020420019057	0.122475997881562	-0.401728035312565	0.687884189574589	-0.158260498309627	0.0674799418753529	-2.34529689729077	0.0190119336320096	0.0354628063796037	0.157478616549913	0.2251912491774	0.821830496778008	-0.260918187204207	0.157633775424330	-1.65521752239866	0.0978803821087306	2767.21568858104	2759.21568858104
0.0165687074709211	0.125825040977906	0.131680525133549	0.89523699005745	0.00181971566730730	0.0752426269164181	0.0241846376433494	0.980705331932033	0.0421224073473046	0.157219179838602	0.267921556330129	0.788759700546	-0.271734648529567	0.157359085179296	-1.72684435868416	0.0841956195016821	2772.73932236787	2764.73932236787
-0.00826193361132561	0.126131785536951	-0.0655023916148813	0.947774002194092	-0.0436020913251122	0.0756263297447904	-0.576546441857649	0.564245888308319	0.0405838019337296	0.157251648599468	0.258081885278669	0.796343711584678	-0.273008483802453	0.157388190414138	-1.73461860819469	0.0828083812991844	2772.40728042652	2764.40728042652
-0.0143641935716975	0.120344256058471	-0.119359195379615	0.904990787501228	-0.123724754130409	0.0667492246199897	-1.85357590046607	0.0637998580672999	0.0414260244051935	0.157358292183380	0.263259239982836	0.79235077364284	-0.283948237587662	0.157645268631398	-1.80118464735902	0.0716737813708636	2769.29554209624	2761.29554209624
0.00980057127579603	0.120262991983593	0.081492827628412	0.935050028632013	-0.0241636023844754	0.0682306875548187	-0.354145667447094	0.723229719259131	0.0396935543852248	0.157369148635840	0.252232122555848	0.800861650358116	-0.272506506888343	0.157376188607106	-1.73156123108727	0.0833517139591919	2772.61446596651	2764.61446596651
0.0402791766769625	0.120470719219660	0.334348270997865	0.73811676915753	0.0949272336434724	0.0668778783486318	1.41941156010692	0.155779064117992	0.0429194165309389	0.15730124547457	0.272848548665035	0.784969638464305	-0.276467944238478	0.157481200215336	-1.75556157725774	0.0791632977240505	2770.72362965008	2762.72362965008
-0.0190210436432403	0.120770064660857	-0.157497999994077	0.8748523839976	-0.123696331244207	0.068546069554331	-1.80457219572835	0.0711416522513334	0.0365950813202819	0.157375036994195	0.232534219017415	0.816123112555772	-0.281463301922501	0.157571132643976	-1.78626184377599	0.0740568718502484	2769.47512784905	2761.47512784905
-0.0439252051792537	0.188972656144287	-0.232442121921149	0.816194636100116	-0.0642995906191294	0.158467570101915	-0.405758670861025	0.684919928453587	0.0430088760651863	0.157239127532689	0.273525277963941	0.784449463916588	-0.270887544856077	0.157373621695861	-1.72130209584674	0.0851960193786819	2772.57505928101	2764.57505928101
