# sim2000.rsquare.snpmatrix.txt
#
# This file was created from the sim2000 data set in R using the snpMatrix
# package on 16-Jun-2011.  It contains 100 rsquared values for the the 2000 snps in
# the data set.  Column 1 corresponds to rsquare in the snpgwa output.
#
# David R. McWilliams <dmcwilli@wfubmc.edu>
# 10-Aug-2011
#
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
0.0126818710115473	0.00280742907136574	0.000293691290182363	5.06520078077209e-05	3.52170033115126e-06	0.000608631192225622	0.00140366422491991	0.000293041765526853	4.17509775905594e-06	0.00140680009257635	0.000290799523439549	8.57733144781729e-10	0.000132654959058828	2.21430907071258e-05	4.7246609205462e-05	0.00031320389804618	1.21308607874111e-05	2.58783149861e-07	4.27770922291238e-08	5.08307777132983e-07	0.000164920274919632	0.000253036235990654	0.000142830756393066	0.00125277405241266	0.000929672674193561	6.5924554130387e-06	0.000209082803778981	0.000342107366482952	0.000918244927951311	0.000192695774636488	0.000125845581819654	0.000554390458557866	0.000400364676784325	0.000268564797779034	6.59420508433784e-06	0.00132363642448942	0.000591940036662108	0.00226299216723318	0.000350512800059188	9.83772685035285e-05	0.00099187489497357	8.00892901724274e-05	0.00133105649154092	0.000450372593916717	0.000558934624277251	4.43671569476867e-06	0.000112644481454473	0.00181245687554311	0.000321382731320421	0.00168276577157729	0.00150339495829431	0.000452199649393374	0.000446798579981993	0.00015100911653571	1.12161150720729e-05	0.00121851157030096	0.000163256181821761	0.000198142048929839	2.28903988698095e-05	0.00109676644635464	1.36521329687892e-05	0.000326552036028738	0.00050682359451365	0.002078649929925	1.68803210460171e-05	0.000164714344876388	4.72364697006123e-05	0.00237053322718995	7.38563599661171e-05	6.5042339129109e-11	0.00293164885948046	0.000877999704154985	0.00316721649809593	0.000390424940140696	0.000594370467669564	0.000728115176311238	0.000670243503491451	3.65146936672377e-06	0.00015129049028249	0.000360847357813829	4.1636266048741e-05	0.000472380674483036	0.000709337816601025	0.000610152023310366	2.27651969074429e-05	0.000242627718598608	1.46496198449651e-05	2.15004144849878e-05	0.000114148316393263	0.000979826662238155	0.000462687694462495	1.65962638443537e-06	1.3251115642581e-05	4.20027593477023e-05	1.38061650550749e-06	0.00158930068978125	4.88224123943623e-05	0.000194327163282006	0.000205231754654297	7.37890094044953e-06
0.00311727731094077	0.000755745809523189	0.000218089767308276	0.000279228482107172	0.000529674914979821	0.00200533663754997	1.64969141225752e-05	0.000289286427190039	0.000746722288203918	0.000218562310071961	0.000737029207968423	0.000594755858889803	0.000954894616557781	2.85293745473530e-05	0.00029382834288082	9.66162995423661e-05	0.00174220123110953	7.22336387901164e-05	2.33351743552962e-05	3.93504790277072e-06	4.51753050771488e-05	0.000899012407872413	1.53441196812736e-11	0.000176123472676289	0.00129692383002407	0.00077132151182688	0.00124959149236702	9.5739420170543e-07	0.00037876604656393	1.50348109866153e-05	0.000338068317291165	0.000182754143052464	8.10859284401869e-06	8.23376130548396e-05	4.32196206680213e-05	0.000276684313261509	0.00052829122845948	0.00219027409810149	0.00259444257370678	2.00735316774388e-06	0.000876840084258746	0.000254953134596551	0.00452618815699446	1.39456673983846e-05	2.3439080828927e-06	0.000241056875961966	0.000598969007240304	0.000426447361896545	0.00048375052789686	0.00154128814656357	9.1750213238114e-05	0.000632027111844575	4.38758784999045e-06	8.33202320297326e-05	0.000157171516861371	0.000628386752920914	2.14390217825487e-05	0.000155318010844758	0.000245218146364672	3.91397054887143e-05	0.00120512091759042	0.000581200704094354	0.000183140543817389	0.000360902269349793	0.00106208173936329	5.04563381036829e-05	0.00093839096415926	1.80418842096198e-05	6.93117246070641e-05	0.000128103141559978	4.90505700718365e-05	0.000161231597584981	0.00106985537539155	2.54908562457924e-05	0.000181941945265885	0.000248158442740696	0.000355606623233990	0.00104611343607886	0.000979187382825123	0.000585474805840887	6.24297590695397e-05	0.000496497268129406	1.77575991280113e-05	0.000830584831910743	0.000253458873349901	0.000427412144574863	0.000732708610825632	0.00246159214866581	0.00103037531884525	0.000198143696627561	3.68818991739904e-05	8.10867135962166e-05	0.00122430636630073	0.00097064788378976	5.85083194488877e-05	0.000115314388931426	0.000133112640515749	0.000650220705710981	0.00311798773261428	0.000249867043597629
0.00098708825714921	0.00107139919818380	1.19624141921356e-05	0.000119668714500102	0.00206660283364720	0.000154728299788821	0.00100053384058358	7.82888923321199e-06	0.00016846155854646	0.00201777499313279	5.96070361436215e-05	0.00145013979685115	0.00284290993465344	0.000155096938278440	0.000908267613895604	4.74379524167218e-06	4.8490831149638e-05	0.00188455666240614	0.000580731502694031	0.000178867945400682	3.56823232263528e-05	0.000703970379618217	0.00104359345729519	1.75044927107242e-05	4.99220071276379e-06	0.000102457471623814	5.2418985284505e-05	4.06576174276462e-05	0.000311262886330388	0.000115151628129049	0.00197097078653246	3.24183521699309e-05	0.000161027200583280	0.000314390937657722	0.000966203896714464	0.000686841481450769	0.000736589964332577	0.000103649120784371	5.70496409375326e-06	2.04852695216988e-06	0.000598488150265969	0.000751979995201147	0.0004219480477549	0.000307990171414102	1.09775370832655e-06	0.00114828722917846	0.000386300071577642	3.63444395600057e-05	0.000405128803187218	2.33544460099022e-06	0.000102038660050921	0.000805712016980886	0.000353853127915184	0.000101785799325254	3.80144250550737e-06	0.000932983401254756	1.24932883996632e-06	0.000246696021144656	1.42121045954394e-06	0.000258922353587015	1.20691044771120e-05	0.000876865562410984	1.96121200857720e-05	0.000181980570747992	0.000661385770721235	0.00172713340332467	9.70741421480743e-05	0.000337160122405397	0.00165374564012179	6.51410159635276e-05	0.000122816936508988	0.00022728612426028	0.000336532398876957	0.00230511675534315	0.000672549446963434	3.22257865354152e-06	4.23756780217256e-07	0.000104381291457472	0.000590393568926451	0.00333838664426456	0.000465180559692873	0.000147947624145274	0.00645663586111079	0.000174103746133508	4.86444109856079e-05	0.000107977928011687	0.000956762036515053	0.000211221040516464	5.45930197109806e-06	0.00102180426943725	0.000858986257535767	0.000256613481468961	5.4257126186866e-06	0.00158129769291291	0.00135542152451789	2.27287039042226e-05	0.00050127667812274	0.00221323543572187	0.000144801994102571	2.32780639064179e-06
0.0148063853468629	0.0075906059537952	8.81089210818325e-06	0.00249123148789395	0.0010289293840586	2.22980339396981e-06	0.000500299339701172	0.000566347496126482	0.000297023263016397	4.87146800124658e-05	0.000265938030999203	0.000596905740751332	0.000755804634991789	2.03248779594676e-05	3.92180452313687e-06	0.000612290152308503	0.000451461287589174	1.96355186803982e-05	0.000598896638965149	0.000611931648121258	5.96460371578765e-07	4.95067713406888e-06	9.77385158387048e-05	0.000299010017233072	0.00244159661909904	0.000177155193211052	0.000576731197361106	7.44356230638895e-05	8.92750160457325e-07	0.000250179301241586	0.000301877868390106	9.966349241386e-05	0.000101756232888786	5.00506748820177e-05	0.000884474275994193	2.69773148852572e-05	4.74337136471444e-05	0.00117596286058523	0.000296645371009792	2.7323339113407e-05	0.000263074281615012	0.000195340615752649	0.000400238426036999	0.000310962843265263	2.11916354643426e-05	0.000203478267147515	0.00251781895213713	2.77628005829820e-05	0.000155770543815388	5.37596791088023e-05	0.000288306572373451	4.38075084262879e-05	0.00128400103070337	0.000222399862383886	0.000345989817958929	6.98357529320228e-07	0.00015493042289975	1.77310080667008e-06	0.000558072995502752	0.000407577001538307	0.000407946159733999	0.000106213455812937	0.000972530356401238	1.00740376721265e-06	9.5037508191502e-05	0.000368463667530676	0.00098903610586989	0.000802532413603109	4.57089601217105e-05	0.00103482333916518	0.00122882748980038	3.5236287033686e-05	0.000551276451817687	0.000500262427410407	0.000298068199272855	3.32644034878167e-05	1.65229495180720e-05	2.1243624535885e-06	0.00148502831510700	3.49438895350403e-05	0.00106170931428032	3.52738457634318e-06	0.000929866956610382	2.58838299281557e-07	3.20264999212719e-05	0.000674863898780898	0.000128004399488500	0.0036680415754618	5.18770954599232e-06	0.000342119057225835	0.00143534535912341	1.09963308887459e-06	0.00081835749273341	0.00144309071590485	7.20031079545619e-05	0.000174346518321858	1.13907023969062e-05	8.71803606781276e-05	5.34906209301734e-08	0.00112128219512981
0.0804298279546447	0.000212600642553254	0.000502885695182165	0.000112863469245096	0.00120710683843789	0.0009869395512904	0.000783332499521425	0.000282422349404933	2.48613279977921e-05	6.35860526913955e-05	0.000361273236087262	0.000163071074899454	3.05435826145805e-05	6.60528393668658e-05	2.56792985979250e-06	0.00135384087983332	0.000193346430218348	0.00195518573093073	1.33793913976462e-07	4.25357888990598e-05	0.00122058544250987	0.0004168842713905	0.000528315717458787	0.000938676505887066	5.63353393027583e-06	2.54847456044501e-06	7.56113634986735e-05	0.000376925081678142	0.000325255190728609	1.25694549366044e-05	0.000378015504974346	5.69098537494043e-05	0.000443273890151681	4.07480896848379e-05	9.14532124927222e-05	0.000345942409437611	1.91558672327102e-05	0.000751584145311555	0.000166914805289473	0.000179977099991825	0.000107447220719218	0.00143666085393726	0.000348724118226498	0.000771310235596599	0.000677315615169424	0.000387575557622255	0.000447971925890225	0.000316749897989230	0.000123683263765605	0.00177711320359867	0.000172627902434470	0.000655302984613794	0.000235350806484847	0.000109702560267770	1.91096474981217e-05	2.64264832274872e-05	0.000189777710021917	0.000288567109044074	8.38821240668952e-05	5.0318802709039e-07	0.000382696624661948	0.00231285302004285	3.26653443675487e-05	1.90967233141627e-05	0.00127544750204451	0.000458030480323038	2.42477601182276e-05	0.000874350035005258	1.92495040946246e-05	6.90873788829007e-05	0.000184412907057588	3.86825679320464e-07	1.12015479443018e-05	7.50500393488719e-06	3.05692657058767e-07	1.33675918927872e-07	0.000209049647702485	0.000247427982491718	4.53359550984348e-05	1.61792342605188e-05	8.99047962712097e-07	0.000167022146787611	7.14397308156221e-06	0.000306101941210277	4.76365192122071e-06	0.00062153873554809	0.00130439245376864	1.02657669944371e-08	0.00300565024454993	0.00249232922260455	1.92469853947020e-06	0.00201609855835509	0.000296328701689948	0.000334113013505755	3.66114315437402e-07	0.000266652166288513	0.000876037068019437	2.99334567367666e-05	0.00342549504476927	0.00101422915471703
4.9390682852848e-05	0.00037645456014769	8.52696805538222e-05	1.29787854017406e-07	0.000673937730866743	8.41018143135225e-05	0.00132118587740023	0.00317395026094457	0.000144126867595237	1.16180747520847e-05	0.000216509327407345	0.00019284081995577	6.49484436900623e-05	0.00111583901234618	2.04588921129075e-05	1.76047168520501e-05	0.000831934139185258	1.8795394566635e-05	8.73366455301406e-05	0.000116472642103743	8.0650194420156e-06	0.000196364755284258	0.00182990311922187	0.000347740180361027	0.000701425524091349	0.000666081432706257	6.97862819448471e-05	3.68030429309792e-06	0.000255035537159996	2.50450550666585e-06	0.000951369456122952	7.6021685811786e-05	5.10120793487122e-05	0.000244917664670062	1.88389817480343e-05	0.0010634244080099	0.00039744493948237	2.28169412045461e-08	0.000499653598501674	3.47730426580948e-05	0.000180694481938608	0.000298166858696146	0.000597914867937747	3.78331255021059e-05	0.00114454698112568	0.00132366555020745	0.000496142848221654	0.000227141571649373	0.000388971258174288	5.70703800867440e-05	1.51728987273699e-06	0.000206501029325269	4.7985848922868e-05	0.000242853625825447	0.000485421692358214	0.00149508287191829	0.000331894135317715	8.68540415446476e-06	9.78754679830453e-05	0.000338550583315822	0.000138319589491829	0.000387141732917043	1.16080764697943e-05	0.000246188106165620	0.00133333849657632	0.00129446955515812	1.15506751995958e-07	0.00115501739242443	0.000241816021605041	8.20878773038963e-05	7.55542152684189e-05	0.00193394477015661	0.000127237362693516	3.17429984630966e-06	0.00217349561850283	8.23540252322372e-05	5.78871425868771e-05	0.000302110187126072	0.000633590586263058	0.00064022280108522	0.000514417500149063	3.54038323853185e-05	2.11226484480216e-05	0.000103266444228566	0.000265194051690922	4.98123604625869e-05	0.000510238904695237	9.0053287072409e-05	0.00148835326766092	0.000461786193833031	0.000102221295569610	2.46381596104456e-05	0.000375228119855836	0.000114709833994906	0.000467664317639560	0.000169867501929203	3.65212787199473e-05	0.000330877920004813	0.00169661206464967	0.000411968720352946
0.00287173143793353	0.0116975117262850	0.00017611743466007	0.0103146758271999	0.00324289461950755	0.0143148741173742	0.000238959993400826	0.00225443377142079	0.00192421162526021	0.00357471732989941	0.000289039627382137	0.000143317920631863	7.61965455566886e-07	9.09206700884775e-05	0.000805250830445789	0.000634158545724712	0.000240112526476846	0.000174775622000171	0.00049773346475028	0.000120962017536255	0.000252216644541278	1.91813366563547e-05	0.000572135717120685	2.05690172714581e-06	0.000222240255298308	0.000100114347320734	0.000291467250645127	0.00139043063304263	4.90521150509237e-05	0.000185429995283337	0.000182492112549704	0.000415343291498329	5.57824321162158e-06	0.00076842011479135	0.000106151159038234	3.11004255506077e-05	0.000554015570547233	0.00108736487971612	0.000136827051617882	0.0011882812569087	0.000387722933982377	8.71707605863372e-05	0.00113889274970131	3.3558565094081e-08	7.08410840309179e-05	3.93834753785586e-08	0.000309569119802507	8.11794549220407e-05	0.000144492833655733	0.000125165483646433	1.75657028454577e-05	0.000130991276451166	0.00058342849621425	0.000212085239127175	0.00040573914867562	0.000140729401048304	0.000877245401043255	3.25079504116028e-08	5.54364344159223e-05	8.91557409164441e-05	0.000589474020409638	0.000315278870083856	0.00145630339084397	0.000144526769434754	0.00117357498786265	0.00164749287001687	0.000122739398402626	4.8746142523309e-06	5.98147125052103e-06	0.000916009541042514	0.00297986696251399	1.92767341999506e-06	0.000274419571144958	1.73555988724050e-05	0.000257702739040158	0.000175282532786176	1.27775526902056e-05	1.57189238246298e-05	0.000418353556174045	0.00020446282519464	9.92357660936947e-05	0.000464754985168125	2.35272520506679e-05	0.000291006809031413	0.00241387216236954	0.000311695727302452	0.000618641762974974	0.00125799618649519	0.000296408535989599	0.00293124961388301	0.00348601198708571	7.62191778699119e-05	0.00261764847342356	0.000632242924311308	0.000221837749261362	0.00105351897942167	1.1276416723403e-06	0.00136848684774149	0.00209683108801215	0.000467407666888671
0.00188021158835802	0.000379123442781349	0.00996432172979813	0.00118444686889416	0.000735110215767378	0.0013075429249366	2.54627157361717e-05	0.000214526077748344	0.00067928631751295	9.55604035900447e-05	0.00147725839294208	0.00109266524630665	0.00164388552227354	0.000105286950975689	0.000150708398424804	0.000104398431004023	0.00232552359896253	6.25781268163527e-06	0.00116482142307352	0.000216657754280522	0.000213781269393195	0.00336304477212918	0.00032267273528124	7.77543668296045e-05	0.000109512641340941	0.000106375315268609	0.000602157052857919	7.17742418438568e-05	1.53950348069868e-05	5.18098988123946e-05	0.0007358617189745	5.01526765276813e-06	0.000188879776806158	0.000119186536385478	0.000429707426497429	0.00170303629268596	0.000357651006602663	0.00107028062688064	0.000356081530953543	0.000267475587299170	7.44578808444224e-06	3.79234476557409e-05	0.00156185236052175	0.000124232835760088	0.000874190641080082	0.000470001720776737	0.000446636222067693	0.00205785524583429	0.000315872805417086	0.00307975363955813	0.000493407908631152	0.00196911108761492	0.000135841576510584	8.73188496838502e-05	0.000413798197268919	8.0495166991736e-05	4.26543560670344e-05	3.91935063418718e-05	0.000143758009293545	0.000425288308621448	0.000681476027401353	0.000656584245942193	0.000210111376729856	0.000784755024598002	1.84924952744554e-05	0.000114177685517669	0.000742792881935793	6.57965259011316e-06	0.000154745895999398	0.000696188857295556	0.000112866722932658	0.00078135243530873	0.00320557518588162	0.000153115264239351	4.01442362077315e-05	0.00161702237961199	3.82520488798527e-05	4.18538718942992e-05	6.44543299784487e-09	0.000335037265440112	0.000290935198901474	0.00129709024808561	0.00165843502586786	0.00051070329395134	0.00107823819242639	0.00132892215138295	1.99573192669496e-06	0.000190806982141361	9.67509218833778e-07	0.000852730429362603	0.000333961863992790	0.000197238967534579	0.00167877983951077	0.000432419213186714	0.000376311311159085	3.49630626165768e-07	0.000557839361629912	0.000648996844047083	1.10159724529508e-05	0.000309229433838747
0.00169697006376641	0.000148063733387771	0.0105783690415173	0.0205453414716696	2.88583589403098e-05	0.000173834721069860	0.000132967947736300	0.000334944361059175	0.000119184222105763	0.000131538565131221	5.19375395013845e-06	5.42439981005795e-06	0.00384801050355717	0.000139611736630264	0.000754334170850865	7.35504807359656e-05	0.000480558057110926	0.00134901515926078	3.26820001433799e-05	2.72881314587807e-06	3.41913308815803e-06	0.000118670946599194	0.000745372411024449	1.67067759813896e-09	0.000223564716506457	0.00010113737468233	8.77858939357433e-05	0.00043126379861212	0.000248270255720712	0.000198226770657512	0.000189763724468018	5.78236118118021e-05	2.54499868427015e-05	0.000327888404792994	0.00112629529120639	0.00185094154382390	8.88347401299154e-06	1.93290363060304e-05	0.000235320282641364	0.00131713889951754	9.09408841678933e-05	0.000305198279665936	0.000142607064888351	0.000495181930113082	9.17190446059794e-05	1.06167640382301e-05	0.000707976584629587	1.92286670658227e-06	5.49253471390675e-05	2.31140054397661e-05	2.65732502813035e-05	0.000848493210075748	0.00100093315027264	0.000349539892719222	0.00019030323568007	0.000107740201378092	0.000287206726868149	3.53840779980166e-07	0.000889980546148935	0.000516506082884523	3.37258588356934e-05	0.00189762885171849	0.000564379729286745	1.25297267469577e-06	0.000105069766757763	0.000925344335535088	0.000286117100271083	4.22080879542629e-05	1.77608165096136e-05	9.9421477767237e-05	0.000811715268188235	0.00104606131162179	1.57403278819417e-05	0.000156128755106804	1.38007879640161e-05	4.91732118768038e-07	0.000645708152677804	1.9456160594923e-07	0.00464055956841198	0.000989978659413268	0.000979689738211093	0.00204264895677256	9.1735780180366e-06	3.55984098658639e-05	0.000572756184423715	0.000246986938965249	0.00131748167972332	0.000243522970891208	0.0007171415774313	0.00032153788426012	1.73172539877073e-05	0.000206686908154317	6.9154745388996e-05	3.92063264033919e-10	0.000761243172504348	0.00125094788388386	0.00104350715085254	0.000619172307832222	2.18930574762599e-05	0.000827714512485792
0.000960110360535258	0.00393922830951763	0.0132802007250928	0.00191842322251856	0.000604576103026002	0.000219636642477768	0.00109483563135354	0.00111250548428219	0.000148716792022639	6.07614941208872e-05	6.76284721189538e-05	0.000700077383725188	0.00147499244168880	3.62577344244337e-05	0.00099712141085671	6.47399389544937e-06	0.000875112816824958	0.000599908685927286	1.69789766446414e-05	8.33451943382806e-07	0.00331598254450578	3.40008230968365e-06	0.0008532767304855	0.000483285453649175	0.000158511692243651	0.000728494114703484	0.000489267830290631	9.59590876766368e-05	0.000325194880309287	5.07056566055993e-08	1.60216428426857e-05	0.001005144184919	5.09117466416762e-05	0.000129189726032243	0.000750519816487726	8.21190044824838e-05	1.44339426983213e-06	4.64402526009695e-08	6.72495480468411e-05	0.000317660077310270	0.00136549017562971	4.63490770949313e-07	1.61389085660453e-05	0.000814532265919167	4.74379728880324e-05	0.000108732447757022	0.00179234447067011	0.000310040579679801	6.36922931584702e-05	0.000456723730048425	1.69733299730437e-05	5.14626999694426e-07	4.6330232978522e-05	0.000283687680428149	0.00149744643095522	0.000352759625145673	0.00153020907853746	1.53807496522605e-05	0.000805321211522649	5.48496093127989e-05	0.000735029037519745	4.39711714666506e-05	0.000740110363257798	1.24556371975088e-05	0.000384895139638646	0.000835468098849774	6.32567750417288e-06	0.000403538463179534	0.000207004853201468	7.00142628648894e-05	0.000469663883631611	1.95424431921665e-05	6.27076240722566e-05	8.29346372655909e-10	3.59659942744721e-05	4.50688154220321e-05	0.00159297727822405	8.20060277319548e-05	4.46870596270201e-06	0.000448509961024823	9.16939901418159e-05	5.21373317185167e-05	3.89641265970139e-05	7.95145869920204e-05	0.00089830881093819	0.000462534668420361	4.39208283755095e-08	0.000578529963565229	1.85020152988267e-05	0.000136280898624781	0.000382578510654735	5.03158031697861e-05	0.0012677478793453	8.27246146618409e-05	2.6800567503483e-05	0.000113014218424533	0.000388237002464494	8.34476417643998e-05	0.000116551097154577	0.000788248909504742
